paymentDayOfMonth,telephone,email,firstName,surname,jobRate
20,"335 444 477","dterlecki@interia.pl","Terlecki","Domicela",30
20,"139 024 297","wgiżyński@interia.pl","Giżyński","Wiesław",25
20,"806 838 941","rlenz@bialan.pl","Lenz","Ryszard",25
20,"274 746 463","wtchórzewski@aptekarz.pl","Tchórzewski","Waldy",10
20,"826 246 462","jmojzesowicz@interia.pl","Mojzesowicz","Jan",10
20,"755 385 819","wkempa@wp.pl","Kempa","Wiesław",10
20,"874 868 999","ztusk@interia.pl","Tusk","Zbysław",25
20,"783 636 743","dwrona@interia.pl","Wrona","Danuta",10
20,"436 279 927","tkłopotek@wp.pl","Kłopotek","Tomasz",10
20,"914 964 636","mkaczor@interia.pl","Kaczor","Michał",25
20,"186 745 946","pgodson@bialan.pl","Godson","Piotr",30
20,"737 134 338","epawlak@nocny-kwartet.pl","Pawlak","Edward",20
20,"120 378 552","wzych@onet.pl","Zych","Wiesław",20
20,"382 967 839","aoświęcimski@wp.pl","Oświęcimski","Andrzej",25
20,"198 633 398","spluta@aptekarz.pl","Pluta","Stanisław",25
20,"408 248 609","mszydło@interia.pl","Szydło","Marek",30
20,"128 144 562","mryniak@interia.pl","Ryniak","Marzena",25
20,"270 150 538","tkozak@aptekarz.pl","Kozak","Tomasz",20
20,"645 519 394","tpierzchała@nocny-kwartet.pl","Pierzchała","Tadeusz",25
20,"565 731 963","kgwiazdowski@interia.pl","Gwiazdowski","Katarzyna",25
20,"199 916 413","mkopyciński@interia.pl","Kopyciński","Marek",30
20,"649 044 705","cwolak@wp.pl","Wolak","Czesław",30
20,"611 476 322","bdzięcioł@aptekarz.pl","Dzięcioł","Bogdan",30
20,"387 361 632","jkrasulski@onet.pl","Krasulski","Janusz",25
20,"815 674 516","kmalik@aptekarz.pl","Malik","Krzysztof",30
20,"646 807 386","kżmijan@interia.pl","Żmijan","Kazimierz",20
20,"873 124 910","jsiarka@interia.pl","Siarka","Jacek",25
20,"581 331 866","isellin@wp.pl","Sellin","Izabela",25
20,"835 131 829","jwęgrzyn@onet.pl","Węgrzyn","Jan",30
20,"916 343 944","wmasłowska@onet.pl","Masłowska","Wojciech",25
20,"594 463 562","sdrab@wp.pl","Drab","Sławomir",20
20,"245 093 460","jczesak@nocny-kwartet.pl","Czesak","Jarosław",25
20,"32 226 831","mtomaszewski@aptekarz.pl","Tomaszewski","Maria",25
20,"176 390 624","tujazdowski@bialan.pl","Ujazdowski","Tomasz",30
20,"863 736 274","łarndt@interia.pl","Arndt","Łukasz",30
20,"879 341 541","srząsa@onet.pl","Rząsa","Stanisław",25
20,"891 881 942","itomaszewski@interia.pl","Tomaszewski","Iwona",30
20,"851 685 150","jszczypińska@onet.pl","Szczypińska","Jolanta",30
20,"418 552 923","mhuskowski@interia.pl","Huskowski","Marek",30
20,"17 473 739","twęgrzyn@interia.pl","Węgrzyn","Tomasz",30
20,"661 577 146","jpawlak@onet.pl","Pawlak","Jacek",25
20,"378 876 403","wzacharewicz@nocny-kwartet.pl","Zacharewicz","Wacław",30
20,"834 653 779","jzakrzewska@wp.pl","Zakrzewska","Jarosław",30
20,"763 814 228","dkorzeniowski@interia.pl","Korzeniowski","Dariusz",25
20,"525 124 738","swojnarowski@wp.pl","Wojnarowski","Stanisław",30
20,"767 313 876","jfedorowicz@aptekarz.pl","Fedorowicz","Jarosław",30
20,"606 852 727","twykręt@interia.pl","Wykręt","Tadeusz",30
20,"860 161 721","zolechowska@onet.pl","Olechowska","Zbigniew",25
20,"89 177 396","jkozdroń@wp.pl","Kozdroń","Jan",25
20,"893 718 312","jsekuła@onet.pl","Sekuła","Jakub",30
20,"459 931 346","asztorc@onet.pl","Sztorc","Anna",25
20,"446 861 074","plenz@onet.pl","Lenz","Paweł",25
20,"153 894 528","pżyliński@nocny-kwartet.pl","Żyliński","Piotr",20
20,"928 397 705","bszejnfeld@interia.pl","Szejnfeld","Bożenna",25
20,"318 958 033","mzaremba@onet.pl","Zaremba","Mieczysław",25
20,"400 200 747","jstec@interia.pl","Stec","Jerzy",25
20,"848 368 810","lbrodniak@onet.pl","Brodniak","Longin",30
20,"457 094 214","gkrasulski@aptekarz.pl","Krasulski","Grzegorz",20
20,"870 237 314","smularczyk@onet.pl","Mularczyk","Szymon",25
20,"177 259 304","zzbrzyzny@interia.pl","Zbrzyzny","Zenon",20
20,"240 363 795","jkołakowski@interia.pl","Kołakowski","Jan",30
20,"544 764 740","sjaros@interia.pl","Jaros","Sławomir",30
20,"578 457 880","kwaśko@interia.pl","Waśko","Krzysztof",20
20,"413 331 754","sradziszewska@onet.pl","Radziszewska","Stefan",30
20,"418 007 363","ipolaczek@interia.pl","Polaczek","Izabela",25
20,"898 007 451","spaluch@interia.pl","Paluch","Stanisław",25
20,"709 769 141","pbury@onet.pl","Bury","Piotr",1
20,"296 717 532","bołowski@interia.pl","Ołowski","Barbara",30
20,"921 002 027","kpiecha@interia.pl","Piecha","Krzysztof",30
20,"494 697 413","hlis@wp.pl","Lis","Henryk",30
20,"395 220 923","bgórski@wp.pl","Górski","Bogusław",25
20,"971 927 799","jcybulski@interia.pl","Cybulski","Jarosław",20
20,"555 167 784","nbańkowska@onet.pl","Bańkowska","Norbert",30
20,"797 317 104","mzdrojewski@onet.pl","Zdrojewski","Marek",45
20,"808 513 023","tziemniak@onet.pl","Ziemniak","Tomasz",25
20,"188 611 380","mtusk@wp.pl","Tusk","Marek",30
20,"428 092 432","akarski@wp.pl","Karski","Andrzej",20
20,"990 333 135","eraczkowski@aptekarz.pl","Raczkowski","Edward",20
20,"323 837 379","zmartyniuk@bialan.pl","Martyniuk","Zbigniew",30
20,"9 107 961","sdrzewiecki@wp.pl","Drzewiecki","Stanisław",25
20,"53 962 159","gżalek@onet.pl","Żalek","Grzegorz",20
20,"674 495 587","msławiak@onet.pl","Sławiak","Mariusz",25
20,"277 291 743","cjanik@nocny-kwartet.pl","Janik","Cezary",25
20,"374 918 338","agalla@aptekarz.pl","Galla","Adam",25
20,"313 298 771","ebukiewicz@nocny-kwartet.pl","Bukiewicz","Elżbieta",30
20,"183 100 414","mkidawa-błońska@wp.pl","Kidawa-Błońska","Maciej",30
20,"695 847 400","zmusiał@aptekarz.pl","Musiał","Zbigniew",25
20,"109 231 179","aolendzka@nocny-kwartet.pl","Olendzka","Arkadiusz",10
20,"777 416 833","kbrejza@nocny-kwartet.pl","Brejza","Krzysztof",30
20,"171 180 386","rmłynarczyk@aptekarz.pl","Młynarczyk","Robert",10
20,"371 958 440","arakoczy@interia.pl","Rakoczy","Adam",10
20,"125 026 481","lczechyra@onet.pl","Czechyra","Lena",10
20,"183 660 680","jkalemba@aptekarz.pl","Kalemba","Jan",30
20,"869 074 626","wgąsior-marek@wp.pl","Gąsior-Marek","Witold",10
20,"196 482 174","bjackiewicz@wp.pl","Jackiewicz","Beata",30
20,"320 156 854","jguzowska@bialan.pl","Guzowska","Joachim",30
20,"442 885 326","kryniak@onet.pl","Ryniak","Krystyna",45
20,"119 652 401","wwójcik@aptekarz.pl","Wójcik","Wojciech",25
20,"359 540 695","tsztorc@onet.pl","Sztorc","Tadeusz",10
20,"629 028 392","jroszak@interia.pl","Roszak","Józef",25
20,"336 106 514","alamczyk@onet.pl","Lamczyk","Aleksander",30
20,"288 024 772","tborowczak@aptekarz.pl","Borowczak","Tadeusz",45
20,"218 062 005","rwargocka@onet.pl","Wargocka","Rafał",30
20,"437 945 713","sszarama@aptekarz.pl","Szarama","Sławomir",10
20,"20 550 958","lmasłowska@onet.pl","Masłowska","Leszek",25
20,"47 390 600","schmielewski@wp.pl","Chmielewski","Stanisława",25
20,"428 327 709","rtelus@aptekarz.pl","Telus","Robert",30
20,"196 445 940","dgarbowski@aptekarz.pl","Garbowski","Dariusz",25
20,"955 951 298","wjarmuziewicz@onet.pl","Jarmuziewicz","Wiesław",30
20,"381 404 132","scieśliński@onet.pl","Cieśliński","Stanisław",10
20,"540 259 984","ksuski@onet.pl","Suski","Konstanty",1
20,"84 890 456","mbłochowiak@nocny-kwartet.pl","Błochowiak","Mirosława",25
20,"922 015 318","afiedler@interia.pl","Fiedler","Anna",25
20,"346 870 696","azbonikowski@nocny-kwartet.pl","Zbonikowski","Aleksander",10
20,"593 252 221","mkozaczyński@onet.pl","Kozaczyński","Mirosław",25
20,"142 165 830","kgrupiński@onet.pl","Grupiński","Kazimierz",25
20,"325 250 612","tszwed@onet.pl","Szwed","Tadeusz",30
20,"16 573 171","emachałek@aptekarz.pl","Machałek","Ewa",30
20,"48 514 333","dmałecka-libera@wp.pl","Małecka-Libera","Danuta",30
20,"421 261 704","apiechota@interia.pl","Piechota","Andrzej",25
20,"774 229 629","abutryn@wp.pl","Butryn","Artur",10
20,"530 052 292","mgadowski@aptekarz.pl","Gadowski","Marek",20
20,"376 609 309","fmatuszczak@wp.pl","Matuszczak","Franciszek",25
20,"631 069 680","esadurska@onet.pl","Sadurska","Elżbieta",25
20,"43 077 322","slitwiński@onet.pl","Litwiński","Stanisław",10
20,"969 684 320","zwontor@aptekarz.pl","Wontor","Zbigniew",25
20,"724 353 106","jmłynarczyk@bialan.pl","Młynarczyk","Julia",25
20,"498 659 609","daziewicz@wp.pl","Aziewicz","Dorota",10
20,"588 502 424","astrzałkowski@onet.pl","Strzałkowski","Artur",30
20,"134 399 788","wjastrzębski@onet.pl","Jastrzębski","Włodzimierz",10
20,"82 445 832","dbąk@onet.pl","Bąk","Dawid",25
20,"653 949 091","schlebowski@wp.pl","Chlebowski","Stanisław",30
20,"537 195 394","acieśliński@wp.pl","Cieśliński","Andrzej",1
20,"556 738 414","mtelus@nocny-kwartet.pl","Telus","Maria",25
20,"127 498 320","arokita-arnold@onet.pl","Rokita-Arnold","Alicja",30
20,"345 357 542","amężydło@interia.pl","Mężydło","Andrzej",30
20,"15 050 515","wwojtkowski@aptekarz.pl","Wojtkowski","Wojciech",10
20,"578 537 214","mjakubiak@interia.pl","Jakubiak","Marian",25
20,"822 854 564","brusiecki@aptekarz.pl","Rusiecki","Bożena",30
20,"327 110 545","arusiecki@aptekarz.pl","Rusiecki","Adam",10
20,"692 937 520","pmaterna@wp.pl","Materna","Paweł",30
20,"745 715 859","solejniczak@bialan.pl","Olejniczak","Sylwester",20
20,"693 821 595","wdzikowski@aptekarz.pl","Dzikowski","Wojciech",25
20,"383 952 027","mandzel@aptekarz.pl","Andzel","Miron",25
20,"363 052 718","mgałażewski@nocny-kwartet.pl","Gałażewski","Magdalena",20
20,"18 482 166","akochanowski@interia.pl","Kochanowski","Antoni",20
20,"548 298 474","akłosowski@aptekarz.pl","Kłosowski","Anna",25
20,"244 576 850","krogacki@interia.pl","Rogacki","Kazimierz",30
20,"304 711 332","mrutkowska@interia.pl","Rutkowska","Mieczysław",10
20,"515 449 444","twitaszczyk@interia.pl","Witaszczyk","Tomasz",25
20,"172 556 403","jpiotrowska@onet.pl","Piotrowska","Jarosław",30
20,"259 448 675","jmaciejewski@onet.pl","Maciejewski","Jan",25
20,"398 229 315","ałybacka@onet.pl","Łybacka","Andrzej",30
20,"135 599 953","gpająk@onet.pl","Pająk","Grzegorz",25
20,"786 064 196","hmaliszewski@aptekarz.pl","Maliszewski","Henryk",25
20,"827 511 106","braczkowski@nocny-kwartet.pl","Raczkowski","Barbara",25
20,"820 447 298","zmroczek@interia.pl","Mroczek","Zbigniew",30
20,"697 467 363","jlis@interia.pl","Lis","Jerzy",25
20,"70 087 903","złopata@onet.pl","Łopata","Zbigniew",25
20,"619 035 264","wurban@interia.pl","Urban","Waldemar",30
20,"562 920 703","jgrabicka@interia.pl","Grabicka","Janina",10
20,"613 258 974","pkania@nocny-kwartet.pl","Kania","Piotr",25
20,"654 393 173","mrusinowska@wp.pl","Rusinowska","Marek",25
20,"749 775 298","ewaśko@interia.pl","Waśko","Ewa",30
20,"937 124 293","ktomaszak-zesiuk@interia.pl","Tomaszak-Zesiuk","Kazimierz",30
20,"284 005 466","mgołojuch@onet.pl","Gołojuch","Marzena",30
20,"927 009 632","ileszczyna@wp.pl","Leszczyna","Izabela",25
20,"626 936 083","bkropiwnicki@onet.pl","Kropiwnicki","Beata",25
20,"514 486 838","sczerwiński@onet.pl","Czerwiński","Sławomir",30
20,"677 898 430","tbublewicz@onet.pl","Bublewicz","Tomasz",20
20,"167 059 945","mpopiołek@onet.pl","Popiołek","Małgorzata",10
20,"837 287 808","akarpiński@interia.pl","Karpiński","Antoni",25
20,"444 423 406","jrusinowska@interia.pl","Rusinowska","Jarosław",25
20,"181 410 550","łguzowska@interia.pl","Guzowska","Łukasz",10
20,"722 354 391","tarkit@nocny-kwartet.pl","Arkit","Tomasz",25
20,"285 815 624","jbłaszczak@aptekarz.pl","Błaszczak","Jerzy",25
20,"46 863 995","arozpondek@nocny-kwartet.pl","Rozpondek","Andrzej",20
20,"483 995 771","rolszewski@interia.pl","Olszewski","Roman",30
20,"904 383 194","mmaciejewski@interia.pl","Maciejewski","Michał",30
20,"393 078 125","lnaguszewski@onet.pl","Naguszewski","Leszek",25
20,"253 573 016","pbogucki@wp.pl","Bogucki","Paweł",30
20,"547 813 926","dborowczak@wp.pl","Borowczak","Daniela",25
20,"377 598 328","jczartoryski@onet.pl","Czartoryski","Jakub",20
20,"111 602 956","rbartuś@aptekarz.pl","Bartuś","Renata",10
20,"854 618 985","swontor@onet.pl","Wontor","Stanisław",25
20,"569 932 209","gworach@onet.pl","Worach","Grzegorz",20
20,"87 188 903","mwikiński@aptekarz.pl","Wikiński","Marek",10
20,"746 557 587","mfabisiak@aptekarz.pl","Fabisiak","Maks",30
20,"99 175 111","tkierzkowska@wp.pl","Kierzkowska","Tadeusz",25
20,"887 340 400","coświęcimski@onet.pl","Oświęcimski","Czesław",30
20,"900 666 844","hraś@onet.pl","Raś","Henryk",30
20,"580 907 071","wgolba@onet.pl","Golba","Wojciech",25
20,"297 467 368","arojek@onet.pl","Rojek","Andrzej",25
20,"929 862 898","hhanajczyk@wp.pl","Hanajczyk","Halina",25
20,"793 109 534","rbiernacki@wp.pl","Biernacki","Ryszard",25
20,"907 342 777","gśnieżek@aptekarz.pl","Śnieżek","Grzegorz",30
20,"839 222 942","jkamiński@interia.pl","Kamiński","Jan",10
20,"844 356 015","jkosecki@onet.pl","Kosecki","Jerzy",30
20,"3 737 065","jkrupa@aptekarz.pl","Krupa","Jadwiga",20
20,"775 995 929","mwitek@onet.pl","Witek","Monika",25
20,"886 778 023","ekuchciński@nocny-kwartet.pl","Kuchciński","Elżbieta",25
20,"263 626 187","awilk@onet.pl","Wilk","Adam",30
20,"231 541 212","wczartoryski@aptekarz.pl","Czartoryski","Waldemar",10
20,"698 218 831","ekołakowski@nocny-kwartet.pl","Kołakowski","Elżbieta",25
20,"779 268 221","mmaliszewski@nocny-kwartet.pl","Maliszewski","Mirosław",25
20,"16 646 431","apomajda@interia.pl","Pomajda","Andrzej",20
20,"675 841 911","abrodniak@wp.pl","Brodniak","Aleksander",20
20,"795 087 721","jnowak@onet.pl","Nowak","Jan",45
20,"774 506 811","bmachałek@onet.pl","Machałek","Beata",10
20,"932 987 128","kwenderlich@onet.pl","Wenderlich","Klaudiusz",30
20,"883 246 626","akilian@onet.pl","Kilian","Arkadiusz",25
20,"38 665 946","ksławecki@bialan.pl","Sławecki","Kazimierz",25
20,"459 220 476","korłowski@onet.pl","Orłowski","Krzysztof",25
20,"503 122 557","bpolaczek@nocny-kwartet.pl","Polaczek","Bożena",25
20,"207 569 975","aokła-drewnowicz@wp.pl","Okła-Drewnowicz","Adam",25
20,"108 792 598","mdorn@wp.pl","Dorn","Marzenna",25
20,"512 198 085","lszarama@onet.pl","Szarama","Leszek",30
20,"627 396 524","tpolak@interia.pl","Polak","Tadeusz",30
20,"257 403 995","awiśniewska@aptekarz.pl","Wiśniewska","Artur",10
20,"541 270 480","wsuchowiejko@interia.pl","Suchowiejko","Witold",25
20,"139 432 132","rsztolcman@interia.pl","Sztolcman","Roman",25
20,"698 852 760","łgut-mostowy@onet.pl","Gut-Mostowy","Łukasz",10
20,"138 930 348","mfalfus@onet.pl","Falfus","Magdalena",25
20,"193 224 352","kkoźlakiewicz@aptekarz.pl","Koźlakiewicz","Kazimierz",30
20,"732 155 621","zkarpiński@interia.pl","Karpiński","Zbigniew",30
20,"981 377 182","srafalska@interia.pl","Rafalska","Stanisław",25
20,"873 501 425","craś@nocny-kwartet.pl","Raś","Cezary",25
20,"733 552 674","psmirnow@interia.pl","Smirnow","Piotr",10
20,"150 763 733","stobiszowski@interia.pl","Tobiszowski","Stanisław",25
20,"983 090 466","egosiewski@interia.pl","Gosiewski","Elżbieta",25
20,"758 314 962","bowczarski@onet.pl","Owczarski","Beata",25
20,"656 504 191","hkalemba@aptekarz.pl","Kalemba","Henryk",30
20,"916 823 462","pstefaniuk@bialan.pl","Stefaniuk","Paweł",10
20,"818 982 724","pgibała@onet.pl","Gibała","Piotr",1
20,"186 382 378","mbrudziński@interia.pl","Brudziński","Marek",25
20,"825 465 384","agórski@aptekarz.pl","Górski","Agnieszka",10
20,"632 365 923","gwziątek@wp.pl","Wziątek","Grażyna",25
20,"378 596 204","skamiński@interia.pl","Kamiński","Sławomir",20
20,"801 568 476","jworach@onet.pl","Worach","Jan",25
20,"21 030 590","asokołowski@interia.pl","Sokołowski","Andrzej",1
20,"580 885 924","pwarzecha@interia.pl","Warzecha","Paweł",30
20,"27 579 708","jczarnecki@aptekarz.pl","Czarnecki","Jacek",25
20,"702 014 936","wbukiewicz@bialan.pl","Bukiewicz","Wojciech",30
20,"576 146 026","epięta@wp.pl","Pięta","Elżbieta",30
20,"149 109 670","abudnik@interia.pl","Budnik","Andrzej",30
20,"41 104 174","saleksandrzak@onet.pl","Aleksandrzak","Sławomir",20
20,"123 666 072","ssuski@aptekarz.pl","Suski","Stanisław",25
20,"848 748 258","jchrapkiewicz@bialan.pl","Chrapkiewicz","Jan",10
20,"122 176 070","kklepacz@interia.pl","Klepacz","Krzysztof",30
20,"882 408 781","jjarmuziewicz@interia.pl","Jarmuziewicz","Józef",20
20,"677 827 200","rgodson@aptekarz.pl","Godson","Ryszard",25
20,"631 366 515","mstarownik@aptekarz.pl","Starownik","Marek",30
20,"896 143 382","lmatuszczak@interia.pl","Matuszczak","Lidia",10
20,"719 383 490","miwiński@aptekarz.pl","Iwiński","Monika",30
20,"641 093 327","zolechowska@aptekarz.pl","Olechowska","Zbigniew",30
20,"728 738 792","wbublewicz@wp.pl","Bublewicz","Władysław",25
20,"46 420 301","rjastrzębski@interia.pl","Jastrzębski","Radosław",1
20,"118 003 376","bkatulski@interia.pl","Katulski","Bogdan",25
20,"822 692 820","łołdakowski@interia.pl","Ołdakowski","Łukasz",20
20,"200 886 883","jkasprzak@wp.pl","Kasprzak","Janusz",25
20,"463 945 933","rzakrzewska@interia.pl","Zakrzewska","Ryszard",30
20,"823 631 755","lmartyniuk@onet.pl","Martyniuk","Leszek",10
20,"999 887 609","bgibała@interia.pl","Gibała","Barbara",25
20,"953 473 697","mhofman@interia.pl","Hofman","Marek",30
20,"879 949 961","zkrasoń@aptekarz.pl","Krasoń","Zdzisława",10
20,"847 481 251","akłosin@interia.pl","Kłosin","Adam",25
20,"366 490 486","ljurgiel@aptekarz.pl","Jurgiel","Leonard",20
20,"922 886 453","jstefaniuk@nocny-kwartet.pl","Stefaniuk","John",30
20,"886 773 448","pciemniak@wp.pl","Ciemniak","Piotr",30
20,"342 035 531","rkołakowski@nocny-kwartet.pl","Kołakowski","Ryszard",30
20,"636 805 413","jkalisz@bialan.pl","Kalisz","Jacek",20
20,"273 068 597","jdolata@onet.pl","Dolata","Jarosław",30
20,"894 390 182","afiedler@bialan.pl","Fiedler","Andrzej",20
20,"346 075 152","alibicki@nocny-kwartet.pl","Libicki","Andrzej",25
20,"398 966 817","jmotowidło@aptekarz.pl","Motowidło","Jarosław",25
20,"971 245 242","tsmolarz@aptekarz.pl","Smolarz","Tadeusz",20
20,"854 451 926","tkozaczyński@bialan.pl","Kozaczyński","Tadeusz",25
20,"968 619 535","awojciechowski@wp.pl","Wojciechowski","Arkady",30
20,"714 668 173","msprawka@wp.pl","Sprawka","Michał",20
20,"979 487 570","wszczerba@bialan.pl","Szczerba","Waldemar",10
20,"630 748 173","hraniewicz@nocny-kwartet.pl","Raniewicz","Henryk",20
20,"545 995 960","tschetyna@interia.pl","Schetyna","Tadeusz",25
20,"897 982 117","zjanczyk@nocny-kwartet.pl","Janczyk","Zbigniew",30
20,"172 108 154","jgawęda@onet.pl","Gawęda","Jerzy",20
20,"676 154 994","jwita@onet.pl","Wita","Jacek",10
20,"195 874 285","aponcyljusz@wp.pl","Poncyljusz","Adam",30
20,"299 333 742","sśliwińska@onet.pl","Śliwińska","Stanisław",25
20,"837 961 729","jpawłowski@aptekarz.pl","Pawłowski","Joanna",10
20,"895 237 062","emarianowska@onet.pl","Marianowska","Ewa",20
20,"232 872 860","mmichałkiewicz@onet.pl","Michałkiewicz","Marek",30
20,"75 021 864","rrębek@wp.pl","Rębek","Roman",30
20,"488 426 254","krojek@nocny-kwartet.pl","Rojek","Krystyna",25
20,"216 508 200","zsekuła@interia.pl","Sekuła","Zbigniew",25
20,"162 801 543","gpisalski@bialan.pl","Pisalski","Grzegorz",30
20,"624 554 634","mbłaszczak@bialan.pl","Błaszczak","Marzena",30
20,"608 116 176","rgłogowski@interia.pl","Głogowski","Romuald",20
20,"914 314 078","josuch@onet.pl","Osuch","Jacek",30
20,"26 358 301","adrozd@bialan.pl","Drozd","Andrzej",30
20,"865 579 894","tkomołowski@onet.pl","Komołowski","Tomasz",30
20,"709 285 857","ematusik-lipiec@onet.pl","Matusik-Lipiec","Ewa",30
20,"347 182 492","jbabinetz@nocny-kwartet.pl","Babinetz","Joanna",30
20,"799 326 538","pstuligrosz@onet.pl","Stuligrosz","Piotr",25
20,"261 724 999","eczarnecki@nocny-kwartet.pl","Czarnecki","Ewa",25
20,"725 566 906","skuchciński@interia.pl","Kuchciński","Stefan",10
20,"786 344 938","mgierada@aptekarz.pl","Gierada","Mariusz",30
20,"970 785 558","ckilian@wp.pl","Kilian","Cezary",20
20,"198 434 548","mwiśniewska@wp.pl","Wiśniewska","Mirosław",30
20,"262 037 661","grozpondek@wp.pl","Rozpondek","Gabriela",25
20,"737 403 017","mrygiel@wp.pl","Rygiel","Marek",25
20,"205 823 423","asuski@nocny-kwartet.pl","Suski","Adam",25
20,"158 797 098","mnapieralski@onet.pl","Napieralski","Marek",25
20,"624 675 137","jkopacz@onet.pl","Kopacz","Jarosław",25
20,"564 596 147","wchłopek@onet.pl","Chłopek","Witold",25
20,"901 849 396","rcoghen@onet.pl","Coghen","Robert",20
20,"760 476 557","brutkowska@interia.pl","Rutkowska","Bolesław",30
20,"740 297 382","ewielichowska@wp.pl","Wielichowska","Eugeniusz",10
20,"137 563 788","rracki@interia.pl","Racki","Renata",30
20,"442 668 531","kradziszewska@onet.pl","Radziszewska","Krzysztof",10
20,"686 885 055","lceliński@nocny-kwartet.pl","Celiński","Lucjan",10
20,"382 447 390","jorzechowski@aptekarz.pl","Orzechowski","Jarosław",30
20,"942 716 495","jstuligrosz@onet.pl","Stuligrosz","Jacek",25
20,"338 551 685","mdzięcioł@onet.pl","Dzięcioł","Mirosław",25
20,"233 013 767","bpaluch@interia.pl","Paluch","Bogusław",25
20,"456 851 924","jzawadzki@wp.pl","Zawadzki","Joanna",30
20,"303 773 076","adrzewiecki@aptekarz.pl","Drzewiecki","Andrzej",10
20,"490 540 673","dreliga@interia.pl","Religa","Dariusz",30
20,"48 679 156","ahalicki@nocny-kwartet.pl","Halicki","Arkadiusz",25
20,"552 695 245","adudziński@onet.pl","Dudziński","Andrzej",25
20,"810 877 663","earent@aptekarz.pl","Arent","Elżbieta",25
20,"855 643 115","jmilcarz@wp.pl","Milcarz","Jacek",10
20,"89 728 905","ksycz@interia.pl","Sycz","Konstanty",20
20,"13 389 519","jstaroń@onet.pl","Staroń","Jadwiga",25
20,"577 390 995","akrasoń@onet.pl","Krasoń","Andrzej",25
20,"968 425 288","jkarasiewicz@interia.pl","Karasiewicz","Jan",25
20,"644 682 423","lolszewski@onet.pl","Olszewski","Ludwik",25
20,"862 340 171","spolak@interia.pl","Polak","Stanisław",25
20,"54 963 393","jponcyljusz@interia.pl","Poncyljusz","Jan",10
20,"40 509 467","aroszak@interia.pl","Roszak","Andrzej",20
20,"214 408 794","etomański@onet.pl","Tomański","Elżbieta",25
20,"994 596 389","pwidacki@wp.pl","Widacki","Piotr",25
20,"222 976 205","bjaworski@interia.pl","Jaworski","Bogdan",30
20,"687 779 260","khuskowski@aptekarz.pl","Huskowski","Kazimierz",30
20,"869 803 209","mszulc@onet.pl","Szulc","Mieczysław",30
20,"392 252 608","aszkop@interia.pl","Szkop","Artur",10
20,"93 641 161","npałys@wp.pl","Pałys","Norbert",30
20,"32 184 983","skaźmierczak@wp.pl","Kaźmierczak","Sławomir",25
20,"796 253 449","jdutka@onet.pl","Dutka","Janusz",30
20,"931 768 443","akrząkała@wp.pl","Krząkała","Adam",30
20,"55 009 326","jprządka@wp.pl","Prządka","Jarosław",30
20,"290 517 126","bzieliński@interia.pl","Zieliński","Bożena",30
20,"81 647 854","mwitkowski@aptekarz.pl","Witkowski","Marek",25
20,"133 117 449","jolas@interia.pl","Olas","Jan",1
20,"993 073 735","kkwitek@nocny-kwartet.pl","Kwitek","Krystyna",20
20,"237 883 995","tarent@aptekarz.pl","Arent","Tadeusz",10
20,"257 699 311","tzarzycki@interia.pl","Zarzycki","Tadeusz",25
20,"118 227 161","gszumilas@interia.pl","Szumilas","Grzegorz",30
20,"429 125 402","bseliga@aptekarz.pl","Seliga","Bartosz",25
20,"237 399 157","cdudziński@interia.pl","Dudziński","Czesław",30
20,"1 208 698","agowin@aptekarz.pl","Gowin","Anna",30
20,"450 973 567","jajchler@interia.pl","Ajchler","Janusz",1
20,"683 496 568","mredzimski@onet.pl","Redzimski","Marek",20
20,"878 496 528","jadamczyk@interia.pl","Adamczyk","Jerzy",30
20,"305 607 116","mpilch@onet.pl","Pilch","Marek",25
20,"115 665 102","ggintowt-dziewałtowski@nocny-kwartet.pl","Gintowt-Dziewałtowski","Grzegorz",25
20,"195 493 525","lłatas@onet.pl","Łatas","Leszek",30
20,"636 969 347","adutka@interia.pl","Dutka","Adam",25
20,"357 703 322","arokita-arnold@nocny-kwartet.pl","Rokita-Arnold","Alicja",20
20,"570 740 444","dgadowski@onet.pl","Gadowski","Donald",45
20,"42 253 562","mjackiewicz@wp.pl","Jackiewicz","Marek",30
20,"735 525 018","jtomczyk@bialan.pl","Tomczyk","Józef",20
20,"645 810 366","amacierewicz@interia.pl","Macierewicz","Agnieszka",30
20,"582 993 578","anykiel@interia.pl","Nykiel","Anna",25
20,"501 266 450","jrygiel@interia.pl","Rygiel","Jan",10
20,"281 618 873","wborowiak@interia.pl","Borowiak","Waldemar",25
20,"826 429 439","jszyszko@nocny-kwartet.pl","Szyszko","Jerzy",30
20,"971 067 033","lpreiss@onet.pl","Preiss","Lech",20
20,"486 210 677","wjasiński@wp.pl","Jasiński","Wojciech",25
20,"473 296 643","aorłowski@interia.pl","Orłowski","Agnieszka",20
20,"914 552 809","mkaczyński@onet.pl","Kaczyński","Mirosław",25
20,"115 121 324","kkopaczewska@aptekarz.pl","Kopaczewska","Krzysztof",30
20,"553 573 132","awitek@aptekarz.pl","Witek","Adam",30
20,"670 188 878","echmielowiec@wp.pl","Chmielowiec","Eugeniusz",20
20,"746 192 757","pskowrońska@bialan.pl","Skowrońska","Piotr",25
20,"817 695 102","mstarownik@aptekarz.pl","Starownik","Michał",25
20,"258 891 094","jkoźlakiewicz@nocny-kwartet.pl","Koźlakiewicz","Jerzy",10
